TIME wclk4 wclk0 wclk1 wclk2 wclk3 wctl2 wctl2 
 3.99837E-10  3.14380E-03  6.83200E-01  4.24536E-02  2.54621E-01  7.05829E-01  7.00000E-01  7.00000E-01 
 3.99916E-10  3.12154E-03  6.83354E-01  4.19080E-02  2.57002E-01  7.05886E-01  7.00000E-01  7.00000E-01 
 3.99938E-10  3.11531E-03  6.83398E-01  4.17552E-02  2.57668E-01  7.05902E-01  7.00000E-01  7.00000E-01 
 3.99986E-10  3.10209E-03  6.83489E-01  4.14355E-02  2.59105E-01  7.05936E-01  7.00000E-01  7.00000E-01 
 4.00052E-10  3.08402E-03  6.83614E-01  4.09985E-02  2.61068E-01  7.05984E-01  7.00000E-01  7.00000E-01 
 4.00105E-10  3.06926E-03  6.83716E-01  4.06417E-02  2.62672E-01  7.06022E-01  7.00000E-01  7.00000E-01 
 4.00115E-10  3.06651E-03  6.83735E-01  4.05761E-02  2.62975E-01  7.06029E-01  7.00000E-01  7.00000E-01 
 4.00178E-10  3.04931E-03  6.83854E-01  4.01655E-02  2.64871E-01  7.06075E-01  7.00000E-01  7.00000E-01 
 4.00242E-10  3.03188E-03  6.83975E-01  3.97493E-02  2.66794E-01  7.06121E-01  7.00000E-01  7.00000E-01 
 4.00264E-10  3.02605E-03  6.84015E-01  3.96103E-02  2.67436E-01  7.06137E-01  7.00000E-01  7.00000E-01 
 4.00308E-10  3.01415E-03  6.84097E-01  3.93298E-02  2.68766E-01  7.06169E-01  7.00000E-01  7.00000E-01 
 4.00377E-10  2.99586E-03  6.84223E-01  3.88986E-02  2.70811E-01  7.06218E-01  7.00000E-01  7.00000E-01 
 4.00416E-10  2.98523E-03  6.84297E-01  3.86480E-02  2.71998E-01  7.06247E-01  7.00000E-01  7.00000E-01 
 4.00448E-10  2.97689E-03  6.84354E-01  3.84537E-02  2.72942E-01  7.06269E-01  7.00000E-01  7.00000E-01 
 4.00523E-10  2.95720E-03  6.84490E-01  3.79949E-02  2.75171E-01  7.06323E-01  7.00000E-01  7.00000E-01 
 4.00564E-10  2.94645E-03  6.84564E-01  3.77445E-02  2.76388E-01  7.06353E-01  7.00000E-01  7.00000E-01 
 4.00601E-10  2.93670E-03  6.84631E-01  3.75200E-02  2.77504E-01  7.06380E-01  7.00000E-01  7.00000E-01 
 4.00683E-10  2.91534E-03  6.84778E-01  3.70281E-02  2.79950E-01  7.06439E-01  7.00000E-01  7.00000E-01 
 4.00706E-10  2.90940E-03  6.84819E-01  3.68913E-02  2.80630E-01  7.06456E-01  7.00000E-01  7.00000E-01 
 4.00770E-10  2.89304E-03  6.84932E-01  3.65187E-02  2.82524E-01  7.06502E-01  7.00000E-01  7.00000E-01 
 4.00845E-10  2.87383E-03  6.85064E-01  3.60815E-02  2.84746E-01  7.06556E-01  7.00000E-01  7.00000E-01 
 4.00863E-10  2.86936E-03  6.85094E-01  3.59808E-02  2.85269E-01  7.06568E-01  7.00000E-01  7.00000E-01 
 4.00965E-10  2.84374E-03  6.85270E-01  3.54036E-02  2.88265E-01  7.06641E-01  7.00000E-01  7.00000E-01 
 4.00981E-10  2.83954E-03  6.85299E-01  3.53091E-02  2.88755E-01  7.06653E-01  7.00000E-01  7.00000E-01 
 4.01082E-10  2.81453E-03  6.85470E-01  3.47519E-02  2.91706E-01  7.06725E-01  7.00000E-01  7.00000E-01 
 4.01115E-10  2.80634E-03  6.85527E-01  3.45693E-02  2.92673E-01  7.06749E-01  7.00000E-01  7.00000E-01 
 4.01239E-10  2.77580E-03  6.85736E-01  3.38961E-02  2.96309E-01  7.06838E-01  7.00000E-01  7.00000E-01 
 4.01246E-10  2.77407E-03  6.85748E-01  3.38579E-02  2.96515E-01  7.06843E-01  7.00000E-01  7.00000E-01 
 4.01372E-10  2.74350E-03  6.85957E-01  3.31908E-02  3.00185E-01  7.06933E-01  7.00000E-01  7.00000E-01 
 4.01376E-10  2.74260E-03  6.85963E-01  3.31712E-02  3.00292E-01  7.06936E-01  7.00000E-01  7.00000E-01 
 4.01490E-10  2.71535E-03  6.86149E-01  3.25827E-02  3.03588E-01  7.07017E-01  7.00000E-01  7.00000E-01 
 4.01505E-10  2.71180E-03  6.86173E-01  3.25060E-02  3.04018E-01  7.07028E-01  7.00000E-01  7.00000E-01 
 4.01595E-10  2.69040E-03  6.86319E-01  3.20486E-02  3.06625E-01  7.07092E-01  7.00000E-01  7.00000E-01 
 4.01633E-10  2.68156E-03  6.86379E-01  3.18596E-02  3.07702E-01  7.07119E-01  7.00000E-01  7.00000E-01 
 4.01694E-10  2.66743E-03  6.86475E-01  3.15604E-02  3.09436E-01  7.07162E-01  7.00000E-01  7.00000E-01 
 4.01761E-10  2.65179E-03  6.86581E-01  3.12295E-02  3.11355E-01  7.07210E-01  7.00000E-01  7.00000E-01 
 4.01788E-10  2.64541E-03  6.86625E-01  3.10959E-02  3.12142E-01  7.07229E-01  7.00000E-01  7.00000E-01 
 4.01882E-10  2.62384E-03  6.86771E-01  3.06439E-02  3.14806E-01  7.07296E-01  7.00000E-01  7.00000E-01 
 4.01889E-10  2.62238E-03  6.86781E-01  3.06134E-02  3.14985E-01  7.07300E-01  7.00000E-01  7.00000E-01 
 4.01977E-10  2.60242E-03  6.86916E-01  3.01993E-02  3.17466E-01  7.07362E-01  7.00000E-01  7.00000E-01 
 4.02017E-10  2.59325E-03  6.86979E-01  3.00092E-02  3.18604E-01  7.07390E-01  7.00000E-01  7.00000E-01 
 4.02072E-10  2.58084E-03  6.87062E-01  2.97545E-02  3.20154E-01  7.07429E-01  7.00000E-01  7.00000E-01 
 4.02146E-10  2.56431E-03  6.87174E-01  2.94149E-02  3.22220E-01  7.07481E-01  7.00000E-01  7.00000E-01 
 4.02170E-10  2.55896E-03  6.87210E-01  2.93063E-02  3.22892E-01  7.07498E-01  7.00000E-01  7.00000E-01 
 4.02271E-10  2.53665E-03  6.87361E-01  2.88529E-02  3.25694E-01  7.07568E-01  7.00000E-01  7.00000E-01 
 4.02277E-10  2.53545E-03  6.87369E-01  2.88286E-02  3.25844E-01  7.07572E-01  7.00000E-01  7.00000E-01 
 4.02376E-10  2.51383E-03  6.87515E-01  2.83936E-02  3.28575E-01  7.07640E-01  7.00000E-01  7.00000E-01 
 4.02409E-10  2.50659E-03  6.87564E-01  2.82480E-02  3.29489E-01  7.07663E-01  7.00000E-01  7.00000E-01 
 4.02484E-10  2.49029E-03  6.87673E-01  2.79234E-02  3.31558E-01  7.07715E-01  7.00000E-01  7.00000E-01 
 4.02543E-10  2.47761E-03  6.87758E-01  2.76709E-02  3.33167E-01  7.07756E-01  7.00000E-01  7.00000E-01 
 4.02599E-10  2.46586E-03  6.87837E-01  2.74395E-02  3.34665E-01  7.07794E-01  7.00000E-01  7.00000E-01 
 4.02681E-10  2.44833E-03  6.87955E-01  2.70942E-02  3.36900E-01  7.07850E-01  7.00000E-01  7.00000E-01 
 4.02719E-10  2.44037E-03  6.88008E-01  2.69391E-02  3.37920E-01  7.07876E-01  7.00000E-01  7.00000E-01 
 4.02822E-10  2.41877E-03  6.88153E-01  2.65182E-02  3.40687E-01  7.07946E-01  7.00000E-01  7.00000E-01 
 4.02847E-10  2.41362E-03  6.88187E-01  2.64188E-02  3.41351E-01  7.07963E-01  7.00000E-01  7.00000E-01 
 4.02961E-10  2.38999E-03  6.88345E-01  2.59634E-02  3.44390E-01  7.08040E-01  7.00000E-01  7.00000E-01 
 4.02984E-10  2.38535E-03  6.88376E-01  2.58749E-02  3.44991E-01  7.08055E-01  7.00000E-01  7.00000E-01 
 4.03100E-10  2.36164E-03  6.88533E-01  2.54227E-02  3.48055E-01  7.08133E-01  7.00000E-01  7.00000E-01 
 4.03132E-10  2.35528E-03  6.88576E-01  2.53028E-02  3.48880E-01  7.08154E-01  7.00000E-01  7.00000E-01 
 4.03241E-10  2.33329E-03  6.88722E-01  2.48881E-02  3.51733E-01  7.08226E-01  7.00000E-01  7.00000E-01 
 4.03293E-10  2.32304E-03  6.88789E-01  2.46970E-02  3.53068E-01  7.08259E-01  7.00000E-01  7.00000E-01 
 4.03385E-10  2.30461E-03  6.88911E-01  2.43532E-02  3.55471E-01  7.08319E-01  7.00000E-01  7.00000E-01 
 4.03469E-10  2.28822E-03  6.89019E-01  2.40515E-02  3.57615E-01  7.08371E-01  7.00000E-01  7.00000E-01 
 4.03535E-10  2.27521E-03  6.89105E-01  2.38118E-02  3.59318E-01  7.08413E-01  7.00000E-01  7.00000E-01 
 4.03643E-10  2.25428E-03  6.89242E-01  2.34310E-02  3.62068E-01  7.08477E-01  7.00000E-01  7.00000E-01 
 4.03664E-10  2.25032E-03  6.89268E-01  2.33596E-02  3.62590E-01  7.08488E-01  7.00000E-01  7.00000E-01 
 4.03725E-10  2.23865E-03  6.89345E-01  2.31492E-02  3.64128E-01  7.08522E-01  7.00000E-01  7.00000E-01 
 4.03794E-10  2.22541E-03  6.89431E-01  2.29124E-02  3.65879E-01  7.08558E-01  7.00000E-01  7.00000E-01 
 4.03856E-10  2.21354E-03  6.89508E-01  2.27020E-02  3.67452E-01  7.08587E-01  7.00000E-01  7.00000E-01 
 4.03880E-10  2.20892E-03  6.89537E-01  2.26208E-02  3.68066E-01  7.08597E-01  7.00000E-01  7.00000E-01 
 4.03914E-10  2.20244E-03  6.89579E-01  2.25072E-02  3.68925E-01  7.08611E-01  7.00000E-01  7.00000E-01 
 4.03970E-10  2.19170E-03  6.89648E-01  2.23204E-02  3.70351E-01  7.08629E-01  7.00000E-01  7.00000E-01 
 4.04026E-10  2.18105E-03  6.89716E-01  2.21375E-02  3.71765E-01  7.08640E-01  7.00000E-01  7.00000E-01 
 4.04082E-10  2.17027E-03  6.89783E-01  2.19551E-02  3.73193E-01  7.08643E-01  7.00000E-01  7.00000E-01 
 4.04119E-10  2.16314E-03  6.89827E-01  2.18364E-02  3.74133E-01  7.08638E-01  7.00000E-01  7.00000E-01 
 4.04140E-10  2.15914E-03  6.89852E-01  2.17700E-02  3.74659E-01  7.08635E-01  7.00000E-01  7.00000E-01 
 4.04200E-10  2.14740E-03  6.89923E-01  2.15793E-02  3.76192E-01  7.08614E-01  7.00000E-01  7.00000E-01 
 4.04264E-10  2.13474E-03  6.89998E-01  2.13794E-02  3.77823E-01  7.08572E-01  7.00000E-01  7.00000E-01 
 4.04333E-10  2.12070E-03  6.90079E-01  2.11655E-02  3.79598E-01  7.08502E-01  7.00000E-01  7.00000E-01 
 4.04380E-10  2.11073E-03  6.90134E-01  2.10204E-02  3.80824E-01  7.08432E-01  7.00000E-01  7.00000E-01 
 4.04410E-10  2.10453E-03  6.90168E-01  2.09300E-02  3.81587E-01  7.08388E-01  7.00000E-01  7.00000E-01 
 4.04500E-10  2.08465E-03  6.90273E-01  2.06571E-02  3.83941E-01  7.08202E-01  7.00000E-01  7.00000E-01 
 4.04625E-10  2.05567E-03  6.90413E-01  2.02909E-02  3.87186E-01  7.07846E-01  7.00000E-01  7.00000E-01 
 4.04660E-10  2.04694E-03  6.90452E-01  2.01896E-02  3.88107E-01  7.07716E-01  7.00000E-01  7.00000E-01 
 4.04718E-10  2.03243E-03  6.90518E-01  2.00214E-02  3.89637E-01  7.07499E-01  7.00000E-01  7.00000E-01 
 4.04810E-10  2.00824E-03  6.90619E-01  1.97607E-02  3.92060E-01  7.07092E-01  7.00000E-01  7.00000E-01 
 4.04900E-10  1.98336E-03  6.90717E-01  1.95107E-02  3.94431E-01  7.06631E-01  7.00000E-01  7.00000E-01 
 4.04952E-10  1.96824E-03  6.90774E-01  1.93682E-02  3.95808E-01  7.06329E-01  7.00000E-01  7.00000E-01 
 4.04984E-10  1.95892E-03  6.90808E-01  1.92805E-02  3.96656E-01  7.06144E-01  7.00000E-01  7.00000E-01 
 4.05065E-10  1.93426E-03  6.90895E-01  1.90612E-02  3.98812E-01  7.05625E-01  7.00000E-01  7.00000E-01 
 4.05146E-10  1.90879E-03  6.90981E-01  1.88466E-02  4.00958E-01  7.05063E-01  7.00000E-01  7.00000E-01 
 4.05227E-10  1.88222E-03  6.91066E-01  1.86336E-02  4.03121E-01  7.04453E-01  7.00000E-01  7.00000E-01 
 4.05251E-10  1.87416E-03  6.91091E-01  1.85720E-02  4.03757E-01  7.04262E-01  7.00000E-01  7.00000E-01 
 4.05310E-10  1.85429E-03  6.91152E-01  1.84201E-02  4.05324E-01  7.03789E-01  7.00000E-01  7.00000E-01 
 4.05395E-10  1.82475E-03  6.91240E-01  1.82044E-02  4.07584E-01  7.03064E-01  7.00000E-01  7.00000E-01 
 4.05482E-10  1.79339E-03  6.91329E-01  1.79851E-02  4.09917E-01  7.02271E-01  7.00000E-01  7.00000E-01 
 4.05556E-10  1.76655E-03  6.91403E-01  1.78053E-02  4.11860E-01  7.01574E-01  7.00000E-01  7.00000E-01 
 4.05573E-10  1.75996E-03  6.91421E-01  1.77611E-02  4.12337E-01  7.01402E-01  7.00000E-01  7.00000E-01 
 4.05669E-10  1.72420E-03  6.91515E-01  1.75313E-02  4.14860E-01  7.00447E-01  7.00000E-01  7.00000E-01 
 4.05768E-10  1.68579E-03  6.91613E-01  1.72944E-02  4.17503E-01  6.99394E-01  7.00000E-01  7.00000E-01 
 4.05866E-10  1.64715E-03  6.91708E-01  1.70656E-02  4.20097E-01  6.98307E-01  7.00000E-01  7.00000E-01 
 4.05873E-10  1.64436E-03  6.91715E-01  1.70491E-02  4.20284E-01  6.98229E-01  7.00000E-01  7.00000E-01 
 4.05985E-10  1.59944E-03  6.91822E-01  1.67939E-02  4.23227E-01  6.96932E-01  7.00000E-01  7.00000E-01 
 4.06104E-10  1.55044E-03  6.91934E-01  1.65270E-02  4.26359E-01  6.95482E-01  7.00000E-01  7.00000E-01 
 4.06185E-10  1.51644E-03  6.92010E-01  1.63497E-02  4.28479E-01  6.94448E-01  7.00000E-01  7.00000E-01 
 4.06232E-10  1.49665E-03  6.92053E-01  1.62465E-02  4.29713E-01  6.93847E-01  7.00000E-01  7.00000E-01 
 4.06370E-10  1.43710E-03  6.92180E-01  1.59496E-02  4.33331E-01  6.91987E-01  7.00000E-01  7.00000E-01 
 4.06513E-10  1.37448E-03  6.92308E-01  1.56521E-02  4.37034E-01  6.89978E-01  7.00000E-01  7.00000E-01 
 4.06522E-10  1.37054E-03  6.92316E-01  1.56334E-02  4.37266E-01  6.89851E-01  7.00000E-01  7.00000E-01 
 4.06689E-10  1.29524E-03  6.92463E-01  1.52934E-02  4.41590E-01  6.87365E-01  7.00000E-01  7.00000E-01 
 4.06851E-10  1.22002E-03  6.92603E-01  1.49722E-02  4.45773E-01  6.84805E-01  7.00000E-01  7.00000E-01 
 4.06876E-10  1.20872E-03  6.92624E-01  1.49239E-02  4.46401E-01  6.84420E-01  7.00000E-01  7.00000E-01 
 4.07089E-10  1.10719E-03  6.92804E-01  1.45161E-02  4.51849E-01  6.80853E-01  7.00000E-01  7.00000E-01 
 4.07202E-10  1.05185E-03  6.92896E-01  1.43087E-02  4.54699E-01  6.78842E-01  7.00000E-01  7.00000E-01 
 4.07341E-10  9.84167E-04  6.93008E-01  1.40551E-02  4.58184E-01  6.76381E-01  7.00000E-01  7.00000E-01 
 4.07567E-10  8.69342E-04  6.93187E-01  1.36583E-02  4.63814E-01  6.72045E-01  7.00000E-01  7.00000E-01 
 4.07652E-10  8.26305E-04  6.93254E-01  1.35096E-02  4.65924E-01  6.70419E-01  7.00000E-01  7.00000E-01 
 4.07946E-10  6.71491E-04  6.93477E-01  1.30205E-02  4.73105E-01  6.64335E-01  7.00000E-01  7.00000E-01 
 4.07986E-10  6.50489E-04  6.93507E-01  1.29542E-02  4.74079E-01  6.63510E-01  7.00000E-01  7.00000E-01 
 4.08324E-10  4.66972E-04  6.93752E-01  1.24237E-02  4.82124E-01  6.56019E-01  7.00000E-01  7.00000E-01 
 4.08341E-10  4.57044E-04  6.93764E-01  1.23974E-02  4.82536E-01  6.55599E-01  7.00000E-01  7.00000E-01 
 4.08686E-10  2.63750E-04  6.94003E-01  1.18857E-02  4.90541E-01  6.47419E-01  7.00000E-01  7.00000E-01 
 4.08753E-10  2.25004E-04  6.94047E-01  1.17917E-02  4.92056E-01  6.45721E-01  7.00000E-01  7.00000E-01 
 4.09065E-10  4.51032E-05  6.94254E-01  1.13553E-02  4.99089E-01  6.37833E-01  7.00000E-01  7.00000E-01 
 4.09182E-10 -2.42584E-05  6.94328E-01  1.12007E-02  5.01653E-01  6.34687E-01  7.00000E-01  7.00000E-01 
 4.09444E-10 -1.79055E-04  6.94493E-01  1.08555E-02  5.07374E-01  6.27667E-01  7.00000E-01  7.00000E-01 
 4.09629E-10 -2.90780E-04  6.94605E-01  1.06255E-02  5.11286E-01  6.22436E-01  7.00000E-01  7.00000E-01 
 4.09830E-10 -4.12096E-04  6.94726E-01  1.03757E-02  5.15535E-01  6.16755E-01  7.00000E-01  7.00000E-01 
 4.10094E-10 -5.74089E-04  6.94877E-01  1.00661E-02  5.20925E-01  6.08938E-01  7.00000E-01  7.00000E-01 
 4.10207E-10 -6.43543E-04  6.94942E-01  9.93332E-03  5.23237E-01  6.05586E-01  7.00000E-01  7.00000E-01 
 4.10569E-10 -8.68070E-04  6.95140E-01  9.53265E-03  5.30361E-01  5.94444E-01  7.00000E-01  7.00000E-01 
 4.10579E-10 -8.74400E-04  6.95146E-01  9.52135E-03  5.30562E-01  5.94130E-01  7.00000E-01  7.00000E-01 
 4.10950E-10 -1.10686E-03  6.95339E-01  9.13224E-03  5.37612E-01  5.82286E-01  7.00000E-01  7.00000E-01 
 4.10990E-10 -1.13174E-03  6.95359E-01  9.09304E-03  5.38334E-01  5.80986E-01  7.00000E-01  7.00000E-01 
 4.11322E-10 -1.34110E-03  6.95525E-01  8.76316E-03  5.44412E-01  5.70052E-01  7.00000E-01  7.00000E-01 
 4.11357E-10 -1.36297E-03  6.95541E-01  8.73061E-03  5.45021E-01  5.68883E-01  7.00000E-01  7.00000E-01 
 4.11678E-10 -1.56635E-03  6.95694E-01  8.42799E-03  5.50680E-01  5.58010E-01  7.00000E-01  7.00000E-01 
 4.11692E-10 -1.57529E-03  6.95700E-01  8.41470E-03  5.50929E-01  5.57532E-01  7.00000E-01  7.00000E-01 
 4.11961E-10 -1.74593E-03  6.95822E-01  8.17429E-03  5.55484E-01  5.48211E-01  7.00000E-01  7.00000E-01 
 4.12062E-10 -1.81048E-03  6.95868E-01  8.08336E-03  5.57206E-01  5.44685E-01  7.00000E-01  7.00000E-01 
 4.12214E-10 -1.90684E-03  6.95934E-01  7.95457E-03  5.59674E-01  5.39316E-01  7.00000E-01  7.00000E-01 
 4.12434E-10 -2.04703E-03  6.96029E-01  7.76720E-03  5.63264E-01  5.31504E-01  7.00000E-01  7.00000E-01 
 4.12444E-10 -2.05324E-03  6.96033E-01  7.75931E-03  5.63416E-01  5.31152E-01  7.00000E-01  7.00000E-01 
 4.12656E-10 -2.18829E-03  6.96121E-01  7.58779E-03  5.66734E-01  5.23490E-01  7.00000E-01  7.00000E-01 
 4.12807E-10 -2.28454E-03  6.96183E-01  7.46556E-03  5.69098E-01  5.18030E-01  7.00000E-01  7.00000E-01 
 4.12853E-10 -2.31419E-03  6.96202E-01  7.42968E-03  5.69797E-01  5.16321E-01  7.00000E-01  7.00000E-01 
 4.13039E-10 -2.43275E-03  6.96275E-01  7.28623E-03  5.72592E-01  5.09489E-01  7.00000E-01  7.00000E-01 
 4.13161E-10 -2.51077E-03  6.96323E-01  7.19183E-03  5.74432E-01  5.04993E-01  7.00000E-01  7.00000E-01 
 4.13215E-10 -2.54523E-03  6.96343E-01  7.15191E-03  5.75214E-01  5.02982E-01  7.00000E-01  7.00000E-01 
 4.13383E-10 -2.65270E-03  6.96407E-01  7.02740E-03  5.77654E-01  4.96711E-01  7.00000E-01  7.00000E-01 
 4.13475E-10 -2.71142E-03  6.96442E-01  6.95937E-03  5.78987E-01  4.93284E-01  7.00000E-01  7.00000E-01 
 4.13545E-10 -2.75597E-03  6.96467E-01  6.90964E-03  5.79965E-01  4.90658E-01  7.00000E-01  7.00000E-01 
 4.13701E-10 -2.85575E-03  6.96524E-01  6.79826E-03  5.82156E-01  4.84778E-01  7.00000E-01  7.00000E-01 
 4.13751E-10 -2.88773E-03  6.96542E-01  6.76256E-03  5.82858E-01  4.82893E-01  7.00000E-01  7.00000E-01 
 4.13853E-10 -2.95260E-03  6.96578E-01  6.69240E-03  5.84242E-01  4.79041E-01  7.00000E-01  7.00000E-01 
 4.13993E-10 -3.04198E-03  6.96628E-01  6.59573E-03  5.86148E-01  4.73732E-01  7.00000E-01  7.00000E-01 
 4.14001E-10 -3.04704E-03  6.96630E-01  6.59040E-03  5.86253E-01  4.73430E-01  7.00000E-01  7.00000E-01 
 4.14146E-10 -3.13945E-03  6.96680E-01  6.49309E-03  5.88175E-01  4.67908E-01  7.00000E-01  7.00000E-01 
 4.14206E-10 -3.17757E-03  6.96700E-01  6.45295E-03  5.88968E-01  4.65630E-01  7.00000E-01  7.00000E-01 
 4.14288E-10 -3.23023E-03  6.96728E-01  6.39874E-03  5.90039E-01  4.62467E-01  7.00000E-01  7.00000E-01 
 4.14396E-10 -3.29853E-03  6.96764E-01  6.32845E-03  5.91429E-01  4.58366E-01  7.00000E-01  7.00000E-01 
 4.14429E-10 -3.31972E-03  6.96775E-01  6.30706E-03  5.91852E-01  4.57088E-01  7.00000E-01  7.00000E-01 
 4.14568E-10 -3.40820E-03  6.96820E-01  6.21778E-03  5.93618E-01  4.51751E-01  7.00000E-01  7.00000E-01 
 4.14568E-10 -3.40824E-03  6.96820E-01  6.21774E-03  5.93619E-01  4.51749E-01  7.00000E-01  7.00000E-01 
 4.14706E-10 -3.49590E-03  6.96864E-01  6.13081E-03  5.95338E-01  4.46442E-01  7.00000E-01  7.00000E-01 
 4.14728E-10 -3.50940E-03  6.96871E-01  6.11742E-03  5.95603E-01  4.45625E-01  7.00000E-01  7.00000E-01 
 4.14844E-10 -3.58310E-03  6.96908E-01  6.04546E-03  5.97027E-01  4.41148E-01  7.00000E-01  7.00000E-01 
 4.14877E-10 -3.60407E-03  6.96918E-01  6.02498E-03  5.97432E-01  4.39874E-01  7.00000E-01  7.00000E-01 
 4.14982E-10 -3.67003E-03  6.96950E-01  5.96148E-03  5.98688E-01  4.35854E-01  7.00000E-01  7.00000E-01 
 4.15019E-10 -3.69375E-03  6.96962E-01  5.93864E-03  5.99139E-01  4.34408E-01  7.00000E-01  7.00000E-01 
 4.15120E-10 -3.75693E-03  6.96992E-01  5.87860E-03  6.00326E-01  4.30546E-01  7.00000E-01  7.00000E-01 
 4.15156E-10 -3.77951E-03  6.97003E-01  5.85713E-03  6.00751E-01  4.29165E-01  7.00000E-01  7.00000E-01 
 4.15259E-10 -3.84402E-03  6.97033E-01  5.79655E-03  6.01948E-01  4.25211E-01  7.00000E-01  7.00000E-01 
 4.15287E-10 -3.86216E-03  6.97042E-01  5.77951E-03  6.02284E-01  4.24099E-01  7.00000E-01  7.00000E-01 
 4.15399E-10 -3.93158E-03  6.97075E-01  5.71505E-03  6.03557E-01  4.19832E-01  7.00000E-01  7.00000E-01 
 4.15416E-10 -3.94229E-03  6.97080E-01  5.70511E-03  6.03754E-01  4.19174E-01  7.00000E-01  7.00000E-01 
 4.15540E-10 -4.01989E-03  6.97116E-01  5.63380E-03  6.05160E-01  4.14392E-01  7.00000E-01  7.00000E-01 
 4.15541E-10 -4.02037E-03  6.97116E-01  5.63337E-03  6.05169E-01  4.14362E-01  7.00000E-01  7.00000E-01 
 4.15664E-10 -4.09676E-03  6.97151E-01  5.56387E-03  6.06539E-01  4.09643E-01  7.00000E-01  7.00000E-01 
 4.15685E-10 -4.10928E-03  6.97156E-01  5.55259E-03  6.06761E-01  4.08868E-01  7.00000E-01  7.00000E-01 
 4.15786E-10 -4.17179E-03  6.97185E-01  5.49627E-03  6.07870E-01  4.04998E-01  7.00000E-01  7.00000E-01 
 4.15832E-10 -4.20029E-03  6.97197E-01  5.47082E-03  6.08371E-01  4.03230E-01  7.00000E-01  7.00000E-01 
 4.15906E-10 -4.24572E-03  6.97218E-01  5.43027E-03  6.09169E-01  4.00412E-01  7.00000E-01  7.00000E-01 
 4.15985E-10 -4.29374E-03  6.97239E-01  5.38778E-03  6.10003E-01  3.97427E-01  7.00000E-01  7.00000E-01 
 4.16025E-10 -4.31876E-03  6.97250E-01  5.36564E-03  6.10439E-01  3.95871E-01  7.00000E-01  7.00000E-01 
 4.16141E-10 -4.38931E-03  6.97281E-01  5.30376E-03  6.11653E-01  3.91479E-01  7.00000E-01  7.00000E-01 
 4.16144E-10 -4.39113E-03  6.97282E-01  5.30216E-03  6.11684E-01  3.91365E-01  7.00000E-01  7.00000E-01 
 4.16263E-10 -4.46301E-03  6.97313E-01  5.23965E-03  6.12909E-01  3.86883E-01  7.00000E-01  7.00000E-01 
 4.16297E-10 -4.48350E-03  6.97322E-01  5.22198E-03  6.13255E-01  3.85604E-01  7.00000E-01  7.00000E-01 
 4.16381E-10 -4.53457E-03  6.97344E-01  5.17794E-03  6.14117E-01  3.82417E-01  7.00000E-01  7.00000E-01 
 4.16452E-10 -4.57750E-03  6.97362E-01  5.14123E-03  6.14834E-01  3.79734E-01  7.00000E-01  7.00000E-01 
 4.16500E-10 -4.60596E-03  6.97374E-01  5.11689E-03  6.15310E-01  3.77955E-01  7.00000E-01  7.00000E-01 
 4.16611E-10 -4.67261E-03  6.97402E-01  5.06036E-03  6.16412E-01  3.73789E-01  7.00000E-01  7.00000E-01 
 4.16619E-10 -4.67737E-03  6.97404E-01  5.05633E-03  6.16491E-01  3.73491E-01  7.00000E-01  7.00000E-01 
 4.16739E-10 -4.74895E-03  6.97434E-01  4.99614E-03  6.17663E-01  3.69015E-01  7.00000E-01  7.00000E-01 
 4.16773E-10 -4.76928E-03  6.97443E-01  4.97918E-03  6.17993E-01  3.67743E-01  7.00000E-01  7.00000E-01 
 4.16860E-10 -4.82088E-03  6.97464E-01  4.93615E-03  6.18829E-01  3.64516E-01  7.00000E-01  7.00000E-01 
 4.16889E-10 -4.83800E-03  6.97471E-01  4.92199E-03  6.19104E-01  3.63446E-01  7.00000E-01  7.00000E-01 
 4.16978E-10 -4.89032E-03  6.97492E-01  4.87874E-03  6.19943E-01  3.60175E-01  7.00000E-01  7.00000E-01 
 4.16983E-10 -4.89337E-03  6.97493E-01  4.87621E-03  6.19992E-01  3.59984E-01  7.00000E-01  7.00000E-01 
 4.17054E-10 -4.93524E-03  6.97510E-01  4.84189E-03  6.20657E-01  3.57368E-01  7.00000E-01  7.00000E-01 
 4.17108E-10 -4.96665E-03  6.97523E-01  4.81614E-03  6.21155E-01  3.55405E-01  7.00000E-01  7.00000E-01 
 4.17123E-10 -4.97579E-03  6.97527E-01  4.80872E-03  6.21299E-01  3.54835E-01  7.00000E-01  7.00000E-01 
 4.17188E-10 -5.01383E-03  6.97542E-01  4.77780E-03  6.21896E-01  3.52460E-01  7.00000E-01  7.00000E-01 
 4.17235E-10 -5.04103E-03  6.97553E-01  4.75570E-03  6.22323E-01  3.50762E-01  7.00000E-01  7.00000E-01 
 4.17252E-10 -5.05074E-03  6.97557E-01  4.74788E-03  6.22474E-01  3.50157E-01  7.00000E-01  7.00000E-01 
 4.17314E-10 -5.08716E-03  6.97571E-01  4.71855E-03  6.23040E-01  3.47886E-01  7.00000E-01  7.00000E-01 
 4.17365E-10 -5.11692E-03  6.97583E-01  4.69458E-03  6.23502E-01  3.46031E-01  7.00000E-01  7.00000E-01 
 4.17377E-10 -5.12379E-03  6.97585E-01  4.68910E-03  6.23607E-01  3.45603E-01  7.00000E-01  7.00000E-01 
 4.17441E-10 -5.16107E-03  6.97600E-01  4.65935E-03  6.24179E-01  3.43282E-01  7.00000E-01  7.00000E-01 
